Category,Elasticity,Quintile,id
"c(""Other food and drink"", ""Mineral or spring waters"")",-1.773022974,1,277
"c(""Other food and drink"", ""Baby foods"")",-0.30569821,1,278
"c(""Other food and drink"", ""Soups - canned or cartons"")",0.242220372,1,279
"c(""Other food and drink"", ""Soups - dehydrated or powdered"")",-0.530959529,1,280
"c(""Other food and drink"", ""Soups - from takeaway"")",,1,281
"c(""Other food and drink"", ""Spreads and dressings"")",-1.204829237,1,282
"c(""Other food and drink"", ""Spreads and dressings"", ""Salad dressings"")",-1.431845216,1,283
"c(""Other food and drink"", ""Spreads and dressings"", ""Other spreads and dresssings"")",-0.76348585,1,284
"c(""Other food and drink"", ""Pickles and sauces"")",-1.226512308,1,285
"c(""Other food and drink"", ""Pickles and sauces"", ""Pickles"")",0.579261481,1,286
"c(""Other food and drink"", ""Pickles and sauces"", ""Sauces"")",-1.436111432,1,287
"c(""Other food and drink"", ""Pickles and sauces"", ""Takeaway sauces and mayonnnaise"")",0,1,288
"c(""Other food and drink"", ""Stock cubes and meat and yeast extracts"")",-1.02042105,1,289
"c(""Other food and drink"", ""Jelly squares or crystals"")",0.429054847,1,290
"c(""Other food and drink"", ""Ice cream tub or block"")",-0.213947681,1,291
"c(""Other food and drink"", ""Ice cream products including takeaways"")",-0.513549337,1,292
"c(""Other food and drink"", ""Ice cream products including takeaways"", ""Ice cream cornets, choc-ices, lollies with ice cream"")",-0.458139001,1,293
"c(""Other food and drink"", ""Ice cream products including takeaways"", ""Ice lollies, sorbet, frozen mousse, frozen yoghurt"")",-0.529603502,1,294
"c(""Other food and drink"", ""Ice cream products including takeaways"", ""Takeaway ice cream, ice cream products, milkshakes"")",-1.181190139,1,295
"c(""Other food and drink"", ""Soya and novel protein foods"")",-0.461488807,1,296
"c(""Other food and drink"", ""Salt"")",-0.666462031,1,297
Soft drinks,-0.321362364,1,298
"c(""Soft drinks"", ""Soft drinks, concentrated, not low calorie"")",-0.720109873,1,299
"c(""Soft drinks"", ""Soft drinks, not concentrated,  not low calorie"")",-0.750846642,1,300
"c(""Soft drinks"", ""Soft drinks, concentrated, low calorie"")",0.252146774,1,301
"c(""Soft drinks"", ""Soft drinks, not concentrated, low calorie"")",-0.727771369,1,302
Confectionery,-0.729343348,1,303
"c(""Confectionery"", ""Chocolate bars - solid"")",-0.534919702,1,304
"c(""Confectionery"", ""Chocolate bars - filled"")",-0.96117983,1,305
"c(""Confectionery"", ""Chewing gum"")",-0.640313943,1,306
"c(""Confectionery"", ""Mints and boiled sweets"")",-0.124511486,1,307
"c(""Confectionery"", ""Mints and boiled sweets"", ""Mints"")",-2.534716583,1,308
"c(""Confectionery"", ""Mints and boiled sweets"", ""Boiled sweets"")",-0.413400828,1,309
"c(""Confectionery"", ""Fudges, toffees, caramels"")",0.168350322,1,310
Alcoholic drinks,-0.65600956,1,311
"c(""Alcoholic drinks"", ""Beers"")",-0.437716397,1,312
"c(""Alcoholic drinks"", ""Lagers and continental beers"")",-0.610015298,1,313
"c(""Alcoholic drinks"", ""Ciders and perry"")",-0.849194012,1,314
"c(""Alcoholic drinks"", ""Wine and champagne"")",-0.563841291,1,315
"c(""Alcoholic drinks"", ""Wine and champagne"", ""Champagne, sparkling wines and wine with mixer"")",-0.659994621,1,316
"c(""Alcoholic drinks"", ""Wine and champagne"", ""Table wine"")",-0.589685255,1,317
"c(""Alcoholic drinks"", ""Spirits with mixer"")",-1.97E-15,1,318
"c(""Alcoholic drinks"", ""Fortified wines"")",-1.317501812,1,319
"c(""Alcoholic drinks"", ""Spirits"")",-0.034586866,1,320
"c(""Alcoholic drinks"", ""Liqueurs and cocktails"")",-0.287657211,1,321
"c(""Alcoholic drinks"", ""Alcopops"")",-0.330642725,1,322
Milk and milk products excluding cheese,-0.006614706,2,323
"c(""Milk and milk products excluding cheese"", ""Liquid wholemilk, including school and welfare"")",1.700678844,2,324
"c(""Milk and milk products excluding cheese"", ""Liquid wholemilk, including school and welfare"", ""Liquid wholemilk, full price"")",1.593187992,2,325
"c(""Milk and milk products excluding cheese"", ""Liquid wholemilk, including school and welfare"", ""Liquid wholemilk, full price"", ""UHT milk"")",-1.161797741,2,326
"c(""Milk and milk products excluding cheese"", ""Liquid wholemilk, including school and welfare"", ""Liquid wholemilk, full price"", ""Sterilised"")",-2.117841446,2,327
"c(""Milk and milk products excluding cheese"", ""Liquid wholemilk, including school and welfare"", ""Liquid wholemilk, full price"", ""Pasteurised/ homogenised"")",1.417334068,2,328
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"")",-0.185759247,2,329
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Skimmed milks"")",-0.255878398,2,330
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Skimmed milks"", ""Fully skimmed milk"")",-0.383460093,2,331
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Skimmed milks"", ""Semi-skimmed milk"")",-0.274307982,2,332
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Condensed or evaporated milk"")",0.055053931,2,333
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Infant milks"")",-0.911409888,2,334
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Infant milks"", ""Infant or baby milks - ready to drink"")",0.657370167,2,335
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Infant milks"", ""Infant or baby milks - dried"")",-1.423893732,2,336
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Yoghurt and fromage frais"")",-1.646042746,2,337
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Yoghurt and fromage frais"", ""Yoghurt"")",-1.361555689,2,338
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Yoghurt and fromage frais"", ""Fromage frais"")",-0.759722562,2,339
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Other milks and dairy desserts"")",-0.967393528,2,340
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Other milks and dairy desserts"", ""Dairy desserts - not frozen"")",-0.54911558,2,341
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Other milks and dairy desserts"", ""Dried milk products"")",-0.865520407,2,342
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Other milks and dairy desserts"", ""Milk drinks and other milks (d)"")",-1.160857738,2,343
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Other milks and dairy desserts"", ""Non-dairy milk substitutes (d)"")",-0.23688534,2,344
"c(""Milk and milk products excluding cheese"", ""Other milk and cream"", ""Cream"")",-0.930421601,2,345
Cheese,0.581059975,2,346
"c(""Cheese"", ""Natural cheese"")",0.208494864,2,347
"c(""Cheese"", ""Natural cheese"", ""Hard cheese - cheddar type"")",0.46717045,2,348
"c(""Cheese"", ""Natural cheese"", ""Hard cheese - other uk or foreign equivalent"")",-1.324729523,2,349
"c(""Cheese"", ""Natural cheese"", ""Hard cheese - edam or other foreign"")",-0.415297678,2,350
"c(""Cheese"", ""Natural cheese"", ""Cottage cheese"")",-0.522424569,2,351
"c(""Cheese"", ""Natural cheese"", ""Soft natural cheese"")",-2.007888109,2,352
"c(""Cheese"", ""Processed cheese"")",0.085701011,2,353
Carcase meat,-1.418254777,2,354
"c(""Carcase meat"", ""Beef and veal"")",-1.761927005,2,355
"c(""Carcase meat"", ""Beef and veal"", ""Beef joints - on the bone"")",-1.26059396,2,356
"c(""Carcase meat"", ""Beef and veal"", ""Beef joints - boned"")",-1.969173795,2,357
"c(""Carcase meat"", ""Beef and veal"", ""Beef steak - less expensive"")",-0.978745206,2,358
"c(""Carcase meat"", ""Beef and veal"", ""Beef steak - more expensive"")",-1.772092787,2,359
"c(""Carcase meat"", ""Beef and veal"", ""Minced beef"")",-0.241947063,2,360
"c(""Carcase meat"", ""Beef and veal"", ""All other beef and veal"")",-1.175337806,2,361
"c(""Carcase meat"", ""Mutton and lamb"")",-1.170400328,2,362
"c(""Carcase meat"", ""Mutton and lamb"", ""Mutton"")",-1.248135955,2,363
"c(""Carcase meat"", ""Mutton and lamb"", ""Lamb joints"")",-1.131197487,2,364
"c(""Carcase meat"", ""Mutton and lamb"", ""Lamb chops"")",-1.489182748,2,365
"c(""Carcase meat"", ""Mutton and lamb"", ""All other lamb"")",-0.87492428,2,366
"c(""Carcase meat"", ""Pork"")",-0.390376785,2,367
"c(""Carcase meat"", ""Pork"", ""Pork joints"")",-1.010083637,2,368
"c(""Carcase meat"", ""Pork"", ""Pork chops"")",-0.026702382,2,369
"c(""Carcase meat"", ""Pork"", ""Pork fillets and steaks"")",-1.119546734,2,370
"c(""Carcase meat"", ""Pork"", ""All other pork"")",1.658703629,2,371
Non-carcase meat and meat products,0.400758757,2,372
"c(""Non-carcase meat and meat products"", ""Liver"")",0.282904672,2,373
"c(""Non-carcase meat and meat products"", ""Liver"", ""Lambs liver"")",-1.17329722,2,374
"c(""Non-carcase meat and meat products"", ""All offal other than liver"")",-0.770166053,2,375
"c(""Non-carcase meat and meat products"", ""Bacon and ham, uncooked"")",0.711688108,2,376
"c(""Non-carcase meat and meat products"", ""Bacon and ham, uncooked"", ""Bacon and ham joints, uncooked"")",-0.395553171,2,377
"c(""Non-carcase meat and meat products"", ""Bacon and ham, uncooked"", ""Bacon and ham rashers, uncooked"")",1.038886555,2,378
"c(""Non-carcase meat and meat products"", ""Bacon and ham, cooked"")",0.059732276,2,379
"c(""Non-carcase meat and meat products"", ""Cooked poultry not purchased in cans"")",-1.791856947,2,380
"c(""Non-carcase meat and meat products"", ""Cooked poultry not purchased in cans"", ""Chicken and turkey, cooked"")",-1.684553464,2,381
"c(""Non-carcase meat and meat products"", ""Cooked poultry not purchased in cans"", ""Takeaway chicken"")",-0.990511361,2,382
"c(""Non-carcase meat and meat products"", ""Corned beef, canned or sliced"")",-0.885957565,2,383
"c(""Non-carcase meat and meat products"", ""Other cooked meat"")",-0.702137089,2,384
"c(""Non-carcase meat and meat products"", ""Other canned meat and canned meat products"")",-0.913251913,2,385
"c(""Non-carcase meat and meat products"", ""Chicken, uncooked - whole chicken or chicken pieces"")",-0.005189708,2,386
"c(""Non-carcase meat and meat products"", ""Other poultry, uncooked (including frozen)"")",-1.557723778,2,387
"c(""Non-carcase meat and meat products"", ""Other poultry, uncooked (including frozen)"", ""Turkey, uncooked - whole turkey or turkey pieces"")",-1.838580741,2,388
"c(""Non-carcase meat and meat products"", ""Other poultry, uncooked (including frozen)"", ""Poultry other than chicken or turkey, uncooked"")",-0.824240422,2,389
"c(""Non-carcase meat and meat products"", ""Other fresh, chilled and frozen meat"")",-1.289126705,2,390
"c(""Non-carcase meat and meat products"", ""Sausages, uncooked - pork"")",-0.456255599,2,391
"c(""Non-carcase meat and meat products"", ""Sausages, uncooked - beef and other sausages"")",-0.017195111,2,392
"c(""Non-carcase meat and meat products"", ""Meat pies and sausage rolls, ready to eat"")",0.93459511,2,393
"c(""Non-carcase meat and meat products"", ""Meat pies and sausage rolls, ready to eat"", ""Meat pies, ready to eat"")",-3.005221334,2,394
"c(""Non-carcase meat and meat products"", ""Meat pies and sausage rolls, ready to eat"", ""Sausage rolls, ready to eat"")",-0.339431218,2,395
"c(""Non-carcase meat and meat products"", ""Meat pies, pasties and puddings, frozen or not frozen"")",1.145210878,2,396
"c(""Non-carcase meat and meat products"", ""Burgers, frozen or not frozen"")",0.109494443,2,397
"c(""Non-carcase meat and meat products"", ""Ready meals and convenience meat products"")",-0.96504883,2,398
"c(""Non-carcase meat and meat products"", ""Ready meals and convenience meat products"", ""Complete meat-based ready meals, frozen or not frozen"")",-0.059143771,2,399
"c(""Non-carcase meat and meat products"", ""Ready meals and convenience meat products"", ""Other convenience meat products, frozen or not frozen"")",-1.304384668,2,400
"c(""Non-carcase meat and meat products"", ""Pate and delicatessen type sausage"")",-1.069421507,2,401
"c(""Non-carcase meat and meat products"", ""Pate and delicatessen type sausage"", ""Pate"")",-0.090011409,2,402
"c(""Non-carcase meat and meat products"", ""Pate and delicatessen type sausage"", ""Delicatessen type sausages"")",-0.764652712,2,403
"c(""Non-carcase meat and meat products"", ""Meat pastes and spreads"")",-1.330799866,2,404
"c(""Non-carcase meat and meat products"", ""Takeaway meats"")",0.070747487,2,405
"c(""Non-carcase meat and meat products"", ""Takeaway meats"", ""Takeaway meat pies and pasties"")",-2.168594546,2,406
"c(""Non-carcase meat and meat products"", ""Takeaway meats"", ""Takeaway burger and bun"")",-0.991185249,2,407
"c(""Non-carcase meat and meat products"", ""Takeaway meats"", ""Takeaway kebabs"")",-0.152038753,2,408
"c(""Non-carcase meat and meat products"", ""Takeaway meats"", ""Takeaway sausages and saveloys"")",-0.738527493,2,409
"c(""Non-carcase meat and meat products"", ""Takeaway meats"", ""Takeaway meat based meals"")",0.414307938,2,410
Fish,-2.142410157,2,411
"c(""Fish"", ""White fish, fresh, chilled or frozen"")",-0.332656411,2,412
"c(""Fish"", ""White fish, fresh, chilled or frozen"", ""White fish, fresh or chilled"")",-1.321940088,2,413
"c(""Fish"", ""White fish, fresh, chilled or frozen"", ""White fish, frozen"")",0.201655852,2,414
"c(""Fish"", ""Herrings and other blue fish, fresh, chilled or frozen"")",-0.974349351,2,415
"c(""Fish"", ""Herrings and other blue fish, fresh, chilled or frozen"", ""Herrings and other blue fish, fresh or chilled"")",-1.181313468,2,416
"c(""Fish"", ""Herrings and other blue fish, fresh, chilled or frozen"", ""Herrings and other blue fish, frozen"")",-1.055736393,2,417
"c(""Fish"", ""Salmon, fresh, chilled or frozen"")",0.417531524,2,418
"c(""Fish"", ""Salmon, fresh, chilled or frozen"", ""Salmon, fresh or chilled"")",0.460711295,2,419
"c(""Fish"", ""Salmon, fresh, chilled or frozen"", ""Salmon, frozen"")",-0.891296034,2,420
"c(""Fish"", ""Blue fish, dried or salted or smoked"")",-0.177863068,2,421
"c(""Fish"", ""White fish, dried, salted or smoked"")",-0.21996208,2,422
"c(""Fish"", ""Shellfish"")",-1.80162187,2,423
"c(""Fish"", ""Shellfish"", ""Shellfish, fresh or chilled"")",-1.342921403,2,424
"c(""Fish"", ""Shellfish"", ""Shellfish, frozen"")",-1.27990997,2,425
"c(""Fish"", ""Takeaway fish"")",-1.843731406,2,426
"c(""Fish"", ""Salmon, tinned"")",-1.631691337,2,427
"c(""Fish"", ""Other tinned or bottled fish"")",-0.628179511,2,428
"c(""Fish"", ""Ready meals and other fish products - frozen or not frozen"")",0.225628353,2,429
"c(""Fish"", ""Takeaway fish meals and fish products"")",-0.654048162,2,430
"c(""Fish"", ""Takeaway fish meals and fish products"", ""Takeaway fish products"")",0,2,431
"c(""Fish"", ""Takeaway fish meals and fish products"", ""Takeaway fish based meals"")",-0.550373932,2,432
Eggs,-5.41E-16,2,433
Fats,-0.751494304,2,434
"c(""Fats"", ""Butter"")",-0.189810749,2,435
"c(""Fats"", ""Margarine"")",0.617041763,2,436
"c(""Fats"", ""Margarine"", ""Soft margarine"")",0.686175905,2,437
"c(""Fats"", ""Margarine"", ""Other margarine"")",-0.566085605,2,438
"c(""Fats"", ""Vegetable and salad oils"")",-0.314886417,2,439
"c(""Fats"", ""Vegetable and salad oils"", ""Olive oil"")",-0.268481926,2,440
"c(""Fats"", ""Vegetable and salad oils"", ""Other vegetable and salad oils"")",-0.380199953,2,441
"c(""Fats"", ""All other fats"")",-2.014115129,2,442
"c(""Fats"", ""All other fats"", ""Reduced fat spreads"")",-0.810867261,2,443
"c(""Fats"", ""All other fats"", ""Low fat spreads"")",-0.530467541,2,444
"c(""Fats"", ""All other fats"", ""Suet and dripping"")",-1.14431295,2,445
"c(""Fats"", ""All other fats"", ""Imitatation cream"")",-0.404537755,2,446
Sugar and preserves,-0.718581649,2,447
"c(""Sugar and preserves"", ""Sugar"")",-0.809297211,2,448
"c(""Sugar and preserves"", ""Jams and fruit curds"")",0.218067128,2,449
"c(""Sugar and preserves"", ""Marmalade"")",0.239457205,2,450
"c(""Sugar and preserves"", ""Syrup, treacle"")",-0.772528272,2,451
"c(""Sugar and preserves"", ""Honey"")",0.461369656,2,452
"Fresh and processed fruit and vegetables, including potatoes",-1.279513344,2,453
"Fresh and processed vegetables, including potatoes",-1.344652566,2,454
Fresh and processed potatoes,-1.588066468,2,455
"c(""Fresh and processed potatoes"", ""Fresh potatoes"")",-1.167911026,2,456
"c(""Fresh and processed potatoes"", ""Fresh potatoes"", ""Fresh new potatoes (e)"")",-0.697695769,2,457
"c(""Fresh and processed potatoes"", ""Fresh potatoes"", ""Fresh baking potatoes (e)"")",0.253052474,2,458
"c(""Fresh and processed potatoes"", ""Fresh potatoes"", ""Other fresh potatoes (e)"")",-0.866102463,2,459
"c(""Fresh and processed potatoes"", ""Processed potatoes"")",-0.096889888,2,460
"c(""Fresh and processed potatoes"", ""Processed potatoes"", ""Chips and takeaway chips"")",0.037044082,2,461
"c(""Fresh and processed potatoes"", ""Processed potatoes"", ""Chips and takeaway chips"", ""Chips - frozen or not frozen"")",-0.397506566,2,462
"c(""Fresh and processed potatoes"", ""Processed potatoes"", ""Chips and takeaway chips"", ""Takeaway chips"")",-1.962620665,2,463
"c(""Fresh and processed potatoes"", ""Processed potatoes"", ""Instant potato"")",-0.891483145,2,464
"c(""Fresh and processed potatoes"", ""Processed potatoes"", ""Crisps and potato snacks"")",0.025137863,2,465
"c(""Fresh and processed potatoes"", ""Processed potatoes"", ""Other potato products, frozen or not frozen"")",-0.920572466,2,466
"Fresh and processed fruit and vegetables, excluding potatoes",-0.728658288,2,467
"Fresh and processed vegetables, excluding potatoes",-0.469718545,2,468
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"")",-1.43069943,2,469
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Fresh cabbages"")",-0.526087837,2,470
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Fresh brussels sprouts"")",-0.851649715,2,471
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Fresh cauliflower"")",-1.232266176,2,472
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Leafy salads fresh"")",-0.6053457,2,473
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Leafy salads fresh"", ""Lettuce and leafy salads"")",0.798608462,2,474
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Leafy salads fresh"", ""Prepared lettuce salads"")",-0.885548106,2,475
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Fresh peas"")",-0.319324325,2,476
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Fresh beans"")",-0.61868909,2,477
"c(""Fresh and processed vegetables, excluding potatoes"", ""Fresh green vegetables"", ""Other fresh green vegetables"")",0.225135781,2,478
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"")",0.061339975,2,479
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Fresh carrots"")",-0.185209083,2,480
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Fresh turnips and swede"")",-0.453226313,2,481
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Other fresh root vegetables"")",-0.66473631,2,482
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Fresh onions, leeks and shallots"")",-0.683650865,2,483
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Fresh cucumbers"")",-0.485216207,2,484
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Fresh mushrooms"")",-0.162513391,2,485
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Fresh tomatoes"")",-0.888982447,2,486
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Miscellaneous fresh vegtables"")",-1.880952907,2,487
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Miscellaneous fresh vegtables"", ""Fresh vegetable stewpack, stirfry pack etc."")",-1.473398157,2,488
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Miscellaneous fresh vegtables"", ""Fresh stem vegetables"")",-0.22961686,2,489
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Miscellaneous fresh vegtables"", ""Fresh marrow, courgettes, aubergine, pumpkin and other vegetables"")",-1.797665751,2,490
"c(""Fresh and processed vegetables, excluding potatoes"", ""Other fresh vegetables"", ""Miscellaneous fresh vegtables"", ""Fresh herbs"")",-1.032691743,2,491
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"")",-0.586336399,2,492
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Tomatoes, canned or bottled"")",0.123992861,2,493
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Peas, canned"")",-0.160401873,2,494
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Beans canned"")",-0.084704915,2,495
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Beans canned"", ""Baked beans in sauce"")",-0.233947331,2,496
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Beans canned"", ""Other canned beans and pulses"")",-0.33467655,2,497
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Other canned vegetables"")",-0.18390651,2,498
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Dried pulses other than air-dried"")",-0.851789922,2,499
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Vegetable juices and purees"")",-0.325652144,2,500
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Vegetable juices and purees"", ""Tomato puree and vegetable purees"")",-0.520042399,2,501
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Vegetable juices and purees"", ""Vegetable juices eg tomato juice, carrot juice"")",-1.300716313,2,502
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Peas, frozen"")",0.27549325,2,503
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Beans, frozen"")",-0.91895287,2,504
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Ready meals and other vegetable products (inc takeaways)"")",-0.510895363,2,505
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Ready meals and other vegetable products (inc takeaways)"", ""Ready meals and other vegetable products, frozen or not frozen"")",-0.676873797,2,506
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Ready meals and other vegetable products (inc takeaways)"", ""All vegetable takeaway products"")",-1.367041314,2,507
"c(""Fresh and processed vegetables, excluding potatoes"", ""Processed vegetables excluding processed potatoes"", ""Other frozen vegetables"")",-0.451378486,2,508
Fresh and processed fruit,-0.969071458,2,509
"c(""Fresh and processed fruit"", ""Fresh fruit"")",-0.614176527,2,510
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Fresh oranges"")",-0.18285385,2,511
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Other fresh citrus fruits"")",-0.868158166,2,512
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Fresh apples"")",-0.835515917,2,513
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Fresh pears"")",-0.106378071,2,514
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Fresh stone fruit"")",-1.092578991,2,515
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Fresh grapes"")",-1.478759539,2,516
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Other fresh soft fruit"")",0.73829566,2,517
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Fresh bananas"")",-0.056674509,2,518
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Fresh melons"")",-0.171092486,2,519
"c(""Fresh and processed fruit"", ""Fresh fruit"", ""Other fresh fruit"")",0.380466026,2,520
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"")",-0.929514998,2,521
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"", ""Tinned peaches, pears and pineapples"")",0.671928936,2,522
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"", ""All other tinned or bottled fruit"")",-0.823792325,2,523
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"", ""Dried fruit"")",0.027555123,2,524
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"", ""Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits"")",-0.912492207,2,525
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"", ""Nuts, edible seeds and peanut butter"")",0.982965258,2,526
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"", ""Nuts, edible seeds and peanut butter"", ""Nuts and edible seeds"")",1.296522147,2,527
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"", ""Nuts, edible seeds and peanut butter"", ""Peanut butter"")",-0.560299827,2,528
"c(""Fresh and processed fruit"", ""Processed fruit and fruit products"", ""Pure fruit juices"")",0.005188617,2,529
Bread,-0.909676054,2,530
"c(""Bread"", ""White bread"")",-1.323620375,2,531
"c(""Bread"", ""White bread"", ""White bread, standard, unsliced"")",-2.632694108,2,532
"c(""Bread"", ""White bread"", ""White bread, standard, sliced"")",-0.824390496,2,533
"c(""Bread"", ""White bread"", ""White bread, premium, sliced and unsliced"")",1.118912143,2,534
"c(""Bread"", ""White bread"", ""White bread, soft grain, sliced and unsliced"")",,2,535
"c(""Bread"", ""Brown and wholemeal bread"")",0.299614634,2,536
"c(""Bread"", ""Brown and wholemeal bread"", ""Brown bread, sliced and unsliced"")",-0.470145491,2,537
"c(""Bread"", ""Brown and wholemeal bread"", ""Wholemeal and granary bread, sliced and unsliced"")",0.814478667,2,538
"c(""Bread"", ""Total other bread"")",-0.241221559,2,539
"c(""Bread"", ""Total other bread"", ""Rolls - white, brown or wholemeal"")",-2.236827714,2,540
"c(""Bread"", ""Total other bread"", ""Malt bread and fruit loaves"")",-0.250984275,2,541
"c(""Bread"", ""Total other bread"", ""Vienna and french bread"")",-0.108616033,2,542
"c(""Bread"", ""Total other bread"", ""Starch reduced bread and rolls"")",0.35455185,2,543
"c(""Bread"", ""Total other bread"", ""Other breads"")",-1.598133513,2,544
"c(""Bread"", ""Total other bread"", ""Sandwiches"")",-0.764671753,2,545
"c(""Bread"", ""Total other bread"", ""Sandwiches from takeaway"")",-0.258096956,2,546
"c(""Bread"", ""Total other bread"", ""Takeaway breads"")",-0.440740577,2,547
Flour,-0.101580102,2,548
"Cakes, buns and pastries",1.151785015,2,549
"c(""Cakes, buns and pastries"", ""Cakes and pastries"")",2.146874777,2,550
"c(""Cakes, buns and pastries"", ""Cakes and pastries"", ""Cakes and pastries, not frozen"")",2.017788444,2,551
"c(""Cakes, buns and pastries"", ""Cakes and pastries"", ""Takeaway pastries"")",-0.729339406,2,552
"c(""Cakes, buns and pastries"", ""Buns, scones and teacakes"")",0.256558366,2,553
Biscuits and crispbreads,-0.397441327,2,554
"c(""Biscuits and crispbreads"", ""Chocolate biscuits"")",-0.69061905,2,555
"c(""Biscuits and crispbreads"", ""Biscuits other than chocolate"")",0.063982269,2,556
"c(""Biscuits and crispbreads"", ""Biscuits other than chocolate"", ""Sweet biscuits (not chocolate) and cereal bars"")",0.595405713,2,557
