Q1,Q2,Q3,Q4,Q5
2.176346,2.009654,1.759649,1.749723,1.893069
0.767855,1.692393,0.269952,1.792676,1.642747
2.027741,2.017917,1.341955,2.611118,2.083490
0.480101,-0.549289,1.494339,1.232611,1.854900
1.846832,2.162101,2.213009,1.175561,1.643905
-0.467480,0.683836,0.287047,0.151147,0.440138
-0.165965,1.259481,0.429114,0.274024,0.619227
0.314056,1.044445,1.659946,1.208051,0.344301
0.865976,-0.286299,1.089122,0.372555,0.966741
0.629608,0.800994,0.720020,1.952921,1.649633
1.529381,1.804096,0.529643,1.904115,1.331756
-2.510310,-0.472060,-0.332287,-0.686887,-0.183475
0.070336,0.237196,-0.119654,-0.708550,-0.285839
1.747979,0.596082,0.325461,0.136458,0.771736
1.673723,1.115955,1.114609,1.117923,1.397550
0.059182,0.054090,0.328926,0.114582,0.032947
1.382783,1.620376,0.952338,0.938965,1.040641
1.275232,0.714123,1.545590,0.539280,0.321973
1.448909,-0.236651,0.738956,-0.284515,0.904888
0.621715,0.275507,1.615009,0.633153,0.882414
0.819601,1.228029,1.236818,0.665179,0.979904
1.442148,1.035003,0.517376,0.898744,1.040924
0.604239,-0.065390,1.611754,2.431390,1.873680
-0.787730,-0.749863,-1.323926,-2.277471,-1.351970
0.863327,0.886969,0.716949,0.368480,0.685038
0.096677,0.518032,0.881020,1.027203,0.456684
0.554819,0.389807,0.090969,0.276154,0.049487
1.736699,2.243234,1.777661,1.833204,2.272156
-0.258753,-1.068750,0.058530,-0.274167,1.996708
0.753716,0.126080,0.616019,-0.123334,0.244401
0.148485,-0.020817,1.287049,0.900279,-0.138579
1.113618,1.104015,1.105051,0.932773,0.982809
0.634263,0.253745,-0.023555,-0.057912,0.387409
1.043528,1.635305,1.792883,1.024532,1.103387
1.004468,0.902890,0.888252,0.739601,1.040209
0.586078,-0.005459,0.489230,-0.426705,-0.201106
0.405541,-0.017086,0.120211,-0.403424,-0.018704
0.378765,0.078914,0.738245,-0.644737,-0.350211
0.266479,0.164275,-0.409827,0.644160,-0.828067
1.273252,1.402320,0.326428,-0.097995,0.251031
1.291732,0.966505,0.495117,0.275659,0.732898
1.080095,0.722441,0.250979,0.028928,0.677196
1.184437,1.260528,0.683264,0.669940,1.107197
1.252164,1.544835,1.557567,1.082890,1.158589
0.590060,0.490808,-0.038946,-0.103600,0.170352
0.955087,1.341289,0.802716,0.674942,1.095240
1.390008,1.385499,1.034281,0.922313,1.590535
0.761119,0.639923,0.413010,0.875446,-0.949288
1.314080,1.529413,0.620166,1.093044,1.315304
0.685313,1.012548,1.755747,1.387298,1.256234
1.670614,1.216846,0.794309,1.107790,0.722669
1.140995,1.059599,0.351726,0.945080,0.572987
0.785811,0.567806,1.082799,0.492206,0.442370
-0.127735,-0.035446,-0.545137,-0.099374,0.465394
0.772727,-0.107526,-0.151707,0.351326,0.628238
0.495087,0.016704,-0.004598,-0.214757,-0.252836
1.029084,0.751918,0.492116,0.178300,0.217979
0.364872,0.299139,0.470771,-0.281778,0.023979
0.757810,0.738215,0.458037,0.806169,0.320896
1.000709,0.790131,0.501805,0.485821,0.674054
0.810203,1.514854,2.269202,1.524628,0.516566
2.869444,1.837539,2.515882,1.897395,1.561874
1.174741,0.652228,1.773198,1.310608,1.550544
0.183865,0.638412,0.732716,0.338781,0.567222
0.065786,0.103970,0.193736,0.249157,-0.132034
-0.529284,-0.381817,-0.727229,-1.207716,-1.040711
0.844897,0.552443,1.124098,0.884957,0.359927
0.791391,2.404128,1.193066,1.124081,0.670497
0.615933,0.289777,0.174033,-0.254737,0.294507
0.898373,1.764775,1.690937,1.943363,1.748086
0.728507,0.407577,0.087389,0.047938,-0.297732
0.392602,0.533565,0.536089,0.361826,1.097050
0.304772,-0.045877,-0.271187,-0.287086,-0.411169
1.246850,1.224159,0.643556,0.825643,0.841756
1.184437,1.260528,0.683264,0.669940,1.107197
-0.165112,-0.029459,-0.061077,-0.213356,-0.211929
-1.158001,-1.872775,-1.951254,-2.006286,-2.914740
-1.386853,-1.755640,-1.918791,-2.048956,-2.909983
0.312264,0.179769,0.129294,0.203136,0.264977
1.055293,1.451842,1.052431,0.957167,0.644959
1.109338,1.044583,1.359179,1.160631,0.614125
0.560393,-0.540074,-0.828248,-0.128666,0.917453
1.133710,0.993593,1.148870,0.632984,0.486961
0.135540,0.250086,0.049385,0.137764,0.165468
1.980819,1.697074,1.320953,1.932964,1.632482
0.524216,-0.424906,0.852042,-0.054784,-0.708691
1.287829,-0.336305,-0.043088,1.014309,0.632667
0.624173,0.160201,0.886225,1.064151,0.369635
-0.326589,-0.652911,-0.079046,0.308602,0.279907
0.865851,0.179340,0.744093,1.090551,1.552965
-0.546019,-1.048190,-0.618963,-0.097582,-0.294019
0.570949,0.094769,1.647877,0.971206,0.772251
0.494311,0.016154,-0.528481,-0.072010,0.848555
0.975256,1.648405,1.193485,1.437463,1.077265
1.193844,1.634087,1.549219,1.576503,1.462920
0.485666,0.903654,0.622059,1.155956,-0.561622
0.641689,0.813991,0.891309,0.822802,1.138125
0.197063,-0.045999,-0.355288,0.948428,0.349256
-0.435325,-0.880502,-0.242219,0.152229,-0.003609
-0.144422,0.099815,-3.732390,-1.663428,-0.967514
-4.427955,-3.351029,-4.486451,-2.904627,-5.233935
-0.588003,-1.527348,-2.505314,-0.493411,-0.171360
0.802868,0.628600,1.156451,1.047123,1.085004
0.654843,-1.140959,-0.690817,-1.190559,1.732272
1.359865,1.336578,1.525208,0.811350,0.379108
1.063156,1.311524,-0.861750,0.518697,1.759769
0.744106,0.430258,0.356161,-0.204873,0.084569
1.732079,1.683036,1.161982,2.151193,1.049680
0.853432,-0.021873,0.436307,0.770245,0.239573
1.734432,1.827450,1.557705,2.661749,1.134443
0.513852,1.369230,-0.009367,1.330998,0.846594
0.630156,1.097877,-0.648191,0.618017,0.876722
0.313108,0.365107,0.420052,1.148424,-0.414923
1.907896,0.903291,0.696183,-0.220643,-0.827808
1.226872,0.091434,0.209737,-0.900215,-1.521217
2.504893,1.063370,1.871385,0.845142,0.553476
1.717984,0.876253,1.217518,2.367473,2.519596
0.573984,0.868650,0.339795,-0.352737,0.411518
1.352730,-0.094272,-0.188328,-2.135787,0.853618
0.977118,1.535476,0.894538,2.097690,1.251605
4.145689,-0.020916,0.911745,-0.591756,0.972032
1.559194,-0.422617,-2.172406,-2.029252,0.065761
0.394694,2.444397,1.621129,1.037787,1.554827
0.303761,0.554171,1.249755,1.407741,0.370937
0.711504,0.790189,0.838682,0.713357,0.464307
0.201496,-0.291041,-0.318368,-0.366002,0.373513
0.693843,-0.476046,0.088443,-0.301268,0.917241
0.432025,0.266735,-0.400989,1.047110,-0.244658
0.509199,0.425315,0.612266,0.880462,0.046312
0.924512,0.397069,-0.361561,-0.509910,-0.636899
-0.007619,-0.038379,-0.127295,-1.057670,-0.028720
0.106575,0.430540,-0.148095,-0.048338,0.024652
0.274892,0.533330,0.477081,1.106216,0.889516
0.382922,0.804601,1.140452,0.494583,0.490918
1.453647,0.067001,0.462288,0.600765,0.540986
0.177153,0.192844,0.258849,0.154544,-0.278740
-0.241908,-0.112781,-0.935264,-0.164730,0.284666
1.275123,1.106799,0.583356,0.796215,0.366480
0.588341,0.976580,0.697640,0.051025,0.156468
-0.790597,1.068567,-1.174935,-0.640718,-1.673898
1.663613,1.522676,1.361072,1.511286,1.357052
-0.056055,-0.458535,0.960855,-0.615665,0.196891
0.250616,1.320275,0.725828,0.088451,1.268629
1.204867,0.364071,1.389648,0.606299,1.436146
-0.053504,0.365630,-0.088522,0.222461,-0.155028
0.469080,-0.284043,1.458481,1.348746,-0.126651
0.213989,0.327746,0.401525,0.497118,0.207815
0.359940,1.572948,0.023818,1.215245,0.293735
1.075061,0.640464,0.466122,0.354907,0.091586
1.525525,1.002921,0.378895,0.788799,0.081922
1.119719,0.646291,1.201787,-0.330454,0.547369
0.831537,1.399710,0.172664,0.827114,-0.498756
0.867734,1.135133,1.311030,0.830504,0.960484
0.059286,0.789844,-0.616265,3.335020,2.738746
0.177132,1.239761,0.985143,0.926732,1.025078
-0.022137,0.698137,-1.286155,-1.906037,0.058892
1.116756,1.016524,0.892952,0.851650,0.624118
1.758120,1.666070,1.112569,0.702611,-0.000745
0.522258,0.614217,0.210762,0.382171,0.202873
0.715695,0.252610,0.316705,0.235751,-0.315955
0.710726,1.138456,0.582511,0.571454,0.623790
1.255100,2.024132,1.059035,2.219863,0.497533
0.168229,1.097263,0.706841,0.933401,0.675093
0.702964,0.446357,0.820459,1.305694,1.176365
1.770973,1.514881,0.924894,0.762581,0.449224
1.124730,0.699397,1.033244,0.371100,0.010410
-0.732535,-1.066438,-0.594159,-0.868987,-0.290008
1.468273,1.172479,1.313379,0.735451,0.217958
1.989476,0.308428,0.169160,0.642716,1.028872
0.311357,0.945794,0.041028,1.001142,0.508919
-0.178507,0.578603,0.582682,0.939396,-0.071520
0.479222,0.947480,0.537191,0.348094,0.159404
-0.075319,1.316656,2.053971,0.209567,0.429947
0.705651,2.128559,0.946850,0.560442,0.670593
1.491894,1.687367,1.566377,1.531895,1.015577
0.918826,-0.068869,-0.020810,0.348925,-0.539433
1.737491,1.602321,1.293702,0.707310,0.457614
1.108916,0.325239,0.329532,1.106918,1.565999
0.278829,1.043367,1.185384,0.239556,-0.162051
-0.768362,0.390698,-1.303266,-0.004478,1.540218
1.206092,1.359724,3.243614,3.118096,1.461165
0.973836,1.770534,1.798451,2.917683,1.912813
1.184212,-0.335967,0.076640,-0.816643,-0.519075
0.931987,0.834740,0.603796,0.733114,0.215634
-0.220947,-0.245016,-0.407853,0.802952,-1.047452
-0.165345,-1.247723,0.101829,0.294074,-0.083719
-1.373645,-0.627878,-0.797518,-1.182172,-1.187220
1.237967,1.270424,0.716192,0.531045,0.116240
-0.038915,-0.511275,-0.185740,-0.580043,-0.006492
